"account_name","order_date"
"Kimberly-Clark","2016-08-15 00:32:02"
"Kimberly-Clark","2016-08-15 00:32:04"
"State Street Corp.","2016-08-15 04:24:31"
"State Street Corp.","2016-08-15 04:29:04"
"Archer Daniels Midland","2016-08-15 06:59:04"
"Archer Daniels Midland","2016-08-15 06:59:39"
"Molina Healthcare","2016-08-15 10:28:35"
"Tyson Foods","2016-08-15 20:53:58"
"Humana","2016-08-15 21:30:18"
"Avnet","2016-08-16 01:37:06"
"Avnet","2016-08-16 01:56:27"
"Fidelity National Financial","2016-08-16 04:11:57"
"Health Net","2016-08-16 04:54:34"
"Health Net","2016-08-16 04:55:44"
"CDW","2016-08-16 06:24:47"
"CDW","2016-08-16 06:28:21"
"PNC Financial Services Group","2016-08-16 10:38:13"
"PNC Financial Services Group","2016-08-16 11:01:12"
"Duke Energy","2016-08-16 12:40:35"
"Duke Energy","2016-08-16 13:08:23"
"Reynolds American","2016-08-16 17:01:45"
"Cummins","2016-08-16 22:56:47"
"Cummins","2016-08-16 23:03:33"
"Northrop Grumman","2016-08-17 01:36:28"
"Northrop Grumman","2016-08-17 01:45:42"
"PG&E Corp.","2016-08-17 04:54:51"
"PG&E Corp.","2016-08-17 05:02:44"
"NRG Energy","2016-08-17 20:06:47"
"AutoNation","2016-08-18 02:45:19"
"Morgan Stanley","2016-08-18 05:47:46"
"Morgan Stanley","2016-08-18 06:14:45"
"Phillips 66","2016-08-18 07:48:50"
"Phillips 66","2016-08-18 08:06:24"
"Norfolk Southern","2016-08-18 09:04:51"
"Time Warner Cable","2016-08-18 10:06:27"
"Hilton Worldwide Holdings","2016-08-18 10:34:25"
"Procter & Gamble","2016-08-18 11:21:17"
"HP","2016-08-18 16:04:15"
"Freeport-McMoRan","2016-08-18 20:46:56"
"Freeport-McMoRan","2016-08-18 20:53:48"
"Murphy USA","2016-08-19 07:01:46"
"Murphy USA","2016-08-19 07:02:05"
"Textron","2016-08-19 11:25:19"
"Wells Fargo","2016-08-19 12:01:04"
"Wells Fargo","2016-08-19 12:09:31"
"Ross Stores","2016-08-19 16:04:11"
"Walgreens Boots Alliance","2016-08-19 22:44:43"
"American Electric Power","2016-08-20 03:04:30"
"American Electric Power","2016-08-20 03:12:05"
"Broadcom","2016-08-20 03:33:49"
"Broadcom","2016-08-20 03:55:14"
"AT&T","2016-08-20 04:32:35"
"AT&T","2016-08-20 04:50:59"
"Mosaic","2016-08-20 09:56:58"
"Mosaic","2016-08-20 10:03:51"
"General Dynamics","2016-08-20 10:13:21"
"General Dynamics","2016-08-20 10:22:08"
"Discover Financial Services","2016-08-20 12:04:29"
"Discover Financial Services","2016-08-20 12:19:34"
"Kellogg","2016-08-20 13:39:55"
"Icahn Enterprises","2016-08-20 13:40:00"
"EMC","2016-08-20 19:39:36"
"EMC","2016-08-20 19:41:01"
"Ameriprise Financial","2016-08-21 03:11:36"
"Estee Lauder","2016-08-21 04:03:47"
"Estee Lauder","2016-08-21 04:11:00"
"Occidental Petroleum","2016-08-21 05:54:43"
"Crown Holdings","2016-08-21 10:00:36"
"eBay","2016-08-21 11:53:43"
"eBay","2016-08-21 12:05:16"
"AECOM","2016-08-21 12:08:22"
"AECOM","2016-08-21 12:23:52"
"Alphabet","2016-08-21 13:17:39"
"Alphabet","2016-08-21 13:35:03"
"Coca-Cola","2016-08-21 18:58:51"
"Cameron International","2016-08-22 00:24:20"
"American Airlines Group","2016-08-22 00:25:39"
"Fluor","2016-08-22 11:07:51"
"Fluor","2016-08-22 11:28:06"
"USAA","2016-08-22 15:33:26"
"USAA","2016-08-22 15:49:51"
"Allstate","2016-08-22 20:01:34"
"Allstate","2016-08-22 20:05:46"
"Core-Mark Holding","2016-08-22 21:43:22"
"Core-Mark Holding","2016-08-22 22:05:25"
"ADP","2016-08-23 01:11:51"
"Pfizer","2016-08-23 04:36:01"
"Thermo Fisher Scientific","2016-08-23 07:16:23"
"Thermo Fisher Scientific","2016-08-23 07:26:27"
"L-3 Communications","2016-08-23 08:07:12"
"Computer Sciences","2016-08-23 09:48:58"
"Computer Sciences","2016-08-23 09:57:37"
"Monsanto","2016-08-23 11:05:35"
"Kohl's","2016-08-23 15:31:59"
"Kohl's","2016-08-23 15:35:21"
"Boeing","2016-08-23 15:37:48"
"Boeing","2016-08-23 15:39:38"
"Masco","2016-08-23 16:26:39"
"Yum Brands","2016-08-23 17:18:08"
"CHS","2016-08-23 22:57:13"
"CHS","2016-08-23 23:07:24"
"Merck","2016-08-24 11:00:40"
"Merck","2016-08-24 11:21:57"
"Toys 'R' Us","2016-08-24 15:31:28"
"HollyFrontier","2016-08-24 19:45:56"
"Amazon.com","2016-08-24 20:41:08"
"Eversource Energy","2016-08-25 02:42:49"
"Eversource Energy","2016-08-25 02:48:27"
"D.R. Horton","2016-08-25 03:23:34"
"Emerson Electric","2016-08-25 06:15:11"
"Emerson Electric","2016-08-25 06:40:01"
"3M","2016-08-25 07:29:47"
"3M","2016-08-25 07:32:25"
"Jarden","2016-08-25 09:21:49"
"Jarden","2016-08-25 09:41:59"
"BB&T Corp.","2016-08-25 09:53:50"
"BB&T Corp.","2016-08-25 10:04:01"
"Public Service Enterprise Group","2016-08-25 21:24:43"
"Public Service Enterprise Group","2016-08-25 21:42:48"
"Charter Communications","2016-08-26 01:13:27"
"Charter Communications","2016-08-26 01:21:18"
"CST Brands","2016-08-26 06:00:33"
"CST Brands","2016-08-26 06:00:36"
"Entergy","2016-08-26 13:15:45"
"Ford Motor","2016-08-26 16:47:57"
"Ford Motor","2016-08-26 16:50:34"
"SunTrust Banks","2016-08-26 17:11:37"
"Thrivent Financial for Lutherans","2016-08-26 17:23:38"
"SunTrust Banks","2016-08-26 17:36:00"
"American Express","2016-08-26 19:27:54"
"American Express","2016-08-26 19:28:58"
"Cigna","2016-08-26 22:57:51"
"DaVita HealthCare Partners","2016-08-26 23:32:03"
"DaVita HealthCare Partners","2016-08-26 23:50:00"
"SpartanNash","2016-08-27 00:48:17"
"SpartanNash","2016-08-27 00:58:11"
"Farmers Insurance Exchange","2016-08-27 02:48:24"
"Bristol-Myers Squibb","2016-08-27 02:51:23"
"Bristol-Myers Squibb","2016-08-27 02:53:56"
"CSX","2016-08-27 04:58:32"
"CSX","2016-08-27 05:18:24"
"J.P. Morgan Chase","2016-08-27 07:52:54"
"J.P. Morgan Chase","2016-08-27 08:04:03"
"Alcoa","2016-08-27 20:02:09"
"Amgen","2016-08-27 22:53:46"
"Amgen","2016-08-27 23:20:08"
"Walmart","2016-08-28 06:50:58"
"Walmart","2016-08-28 07:13:39"
"Arrow Electronics","2016-08-28 11:04:53"
"United Technologies","2016-08-28 11:08:07"
"Arrow Electronics","2016-08-28 11:11:44"
"State Farm Insurance Cos.","2016-08-28 11:35:37"
"State Farm Insurance Cos.","2016-08-28 11:42:33"
"Omnicom Group","2016-08-28 12:23:16"
"Mondelez International","2016-08-28 12:35:04"
"Mondelez International","2016-08-28 12:38:56"
"KKR","2016-08-28 13:11:30"
"KKR","2016-08-28 13:14:18"
"Anadarko Petroleum","2016-08-28 21:06:49"
"Anadarko Petroleum","2016-08-28 21:08:53"
"ConocoPhillips","2016-08-28 23:05:55"
"Aflac","2016-08-28 23:33:30"
"Genuine Parts","2016-08-29 04:10:45"
"Genuine Parts","2016-08-29 04:21:32"
"Jacobs Engineering Group","2016-08-29 15:09:17"
"Global Partners","2016-08-29 16:55:53"
"Altria Group","2016-08-29 18:45:19"
"Avis Budget Group","2016-08-29 21:10:50"
"Avis Budget Group","2016-08-29 21:25:16"
"Celgene","2016-08-30 01:51:57"
"Celgene","2016-08-30 02:05:08"
"Time Warner","2016-08-30 03:08:05"
"First Data","2016-08-30 06:12:10"
"First Data","2016-08-30 06:18:06"
"Nucor","2016-08-30 06:46:54"
"Nucor","2016-08-30 06:52:58"
"NGL Energy Partners","2016-08-30 11:37:53"
"NGL Energy Partners","2016-08-30 11:40:36"
"Prudential Financial","2016-08-30 12:43:30"
"Prudential Financial","2016-08-30 12:51:48"
"PayPal Holdings","2016-08-30 15:27:37"
"PayPal Holdings","2016-08-30 15:33:25"
"CarMax","2016-08-30 16:34:19"
"CarMax","2016-08-30 16:36:02"
"Xcel Energy","2016-08-30 19:11:35"
"Kroger","2016-08-31 03:06:01"
"Kroger","2016-08-31 03:20:24"
"Synnex","2016-08-31 03:21:28"
"Synnex","2016-08-31 03:32:25"
"Dominion Resources","2016-08-31 06:42:23"
"DISH Network","2016-08-31 08:54:56"
"DISH Network","2016-08-31 08:57:51"
"Viacom","2016-08-31 10:41:13"
"Viacom","2016-08-31 10:49:23"
"Philip Morris International","2016-08-31 15:59:50"
"Philip Morris International","2016-08-31 16:11:05"
"International Paper","2016-08-31 17:09:28"
"International Paper","2016-08-31 17:13:20"
"Tech Data","2016-08-31 17:39:24"
"Tech Data","2016-08-31 17:56:12"
"Lowe's","2016-08-31 18:58:42"
"Marathon Petroleum","2016-08-31 20:57:59"
"Marathon Petroleum","2016-08-31 21:19:39"
"IBM","2016-09-01 00:12:05"
"Pacific Life","2016-09-01 02:32:51"
"Pacific Life","2016-09-01 02:39:55"
"Comcast","2016-09-01 02:41:45"
"UnitedHealth Group","2016-09-01 05:38:19"
"Unum Group","2016-09-01 07:48:59"
"Unum Group","2016-09-01 07:58:55"
"Progressive","2016-09-01 11:52:10"
"GameStop","2016-09-01 14:28:48"
"GameStop","2016-09-01 14:46:17"
"R.R. Donnelley & Sons","2016-09-01 19:37:44"
"R.R. Donnelley & Sons","2016-09-01 19:49:30"
"National Oilwell Varco","2016-09-01 21:29:34"
"National Oilwell Varco","2016-09-01 21:38:34"
"Aramark","2016-09-02 01:17:54"
"Aramark","2016-09-02 01:37:52"
"Target","2016-09-02 05:22:21"
"Target","2016-09-02 05:42:16"
"Honeywell International","2016-09-02 06:41:11"
"Honeywell International","2016-09-02 06:48:59"
"Caterpillar","2016-09-02 10:52:25"
"Caterpillar","2016-09-02 11:08:09"
"Centene","2016-09-02 15:18:28"
"Centene","2016-09-02 15:31:04"
"Disney","2016-09-02 17:18:06"
"American Family Insurance Group","2016-09-02 18:11:48"
"American Family Insurance Group","2016-09-02 18:27:13"
"Univar","2016-09-02 19:13:14"
"Univar","2016-09-02 19:21:16"
"Freddie Mac","2016-09-02 21:23:27"
"Freddie Mac","2016-09-02 21:33:55"
"Owens & Minor","2016-09-03 04:00:32"
"Sears Holdings","2016-09-03 06:52:40"
"Sears Holdings","2016-09-03 06:58:53"
"Franklin Resources","2016-09-03 08:34:33"
"Franklin Resources","2016-09-03 08:44:45"
"News Corp.","2016-09-03 20:55:33"
"News Corp.","2016-09-03 21:01:36"
"Lincoln National","2016-09-03 23:30:30"
"Ally Financial","2016-09-04 02:42:05"
"FedEx","2016-09-04 04:43:49"
"FedEx","2016-09-04 05:02:06"
"Performance Food Group","2016-09-04 10:35:12"
"Supervalu","2016-09-04 10:43:09"
"Supervalu","2016-09-04 10:56:54"
"United States Steel","2016-09-04 12:45:27"
"United States Steel","2016-09-04 12:53:15"
"BlackRock","2016-09-04 17:04:07"
"Hormel Foods","2016-09-04 23:13:02"
"Hormel Foods","2016-09-04 23:20:05"
"Johnson Controls","2016-09-05 06:06:40"
"Precision Castparts","2016-09-05 06:07:31"
"Johnson Controls","2016-09-05 06:08:52"
"Precision Castparts","2016-09-05 06:17:51"
"Anthem","2016-09-05 09:19:09"
"Cisco Systems","2016-09-05 09:49:55"
"Cisco Systems","2016-09-05 09:56:22"
"Colgate-Palmolive","2016-09-05 15:24:26"
"Baxter International","2016-09-05 16:37:11"
"Valero Energy","2016-09-05 21:50:10"
"Valero Energy","2016-09-05 21:50:12"
"Texas Instruments","2016-09-06 00:17:16"
"Texas Instruments","2016-09-06 00:17:24"
"WestRock","2016-09-06 03:25:25"
"WestRock","2016-09-06 03:27:08"
"Ingram Micro","2016-09-06 06:34:57"
"Land O'Lakes","2016-09-06 07:30:13"
"Land O'Lakes","2016-09-06 07:33:07"
"Qualcomm","2016-09-06 13:40:35"
"Qualcomm","2016-09-06 13:42:40"
"Visa","2016-09-06 14:26:06"
"Visa","2016-09-06 14:50:02"
"Aetna","2016-09-08 04:19:31"
"Aetna","2016-09-08 04:31:40"
"PBF Energy","2016-09-08 12:27:00"
"Navistar International","2016-09-08 12:42:28"
"Navistar International","2016-09-08 12:54:39"
"Intel","2016-09-08 14:25:45"
"Intel","2016-09-08 14:32:39"
"Leucadia National","2016-09-08 16:44:19"
"United Continental Holdings","2016-09-09 02:34:53"
"United Continental Holdings","2016-09-09 02:53:53"
"Tenet Healthcare","2016-09-09 03:06:14"
"Tenet Healthcare","2016-09-09 03:19:50"
"Goodyear Tire & Rubber","2016-09-09 04:38:52"
"Goodyear Tire & Rubber","2016-09-09 05:08:41"
"Staples","2016-09-09 09:30:28"
"Chevron","2016-09-09 16:53:12"
"New York Life Insurance","2016-09-09 17:00:39"
"Chevron","2016-09-09 17:07:16"
"New York Life Insurance","2016-09-09 17:22:56"
"Microsoft","2016-09-09 18:13:45"
"Microsoft","2016-09-09 18:18:08"
"FirstEnergy","2016-09-09 18:37:52"
"FirstEnergy","2016-09-09 18:57:02"
"Kraft Heinz","2016-09-09 23:11:39"
"Kraft Heinz","2016-09-09 23:12:37"
"Southwest Airlines","2016-09-10 04:02:25"
"Energy Transfer Equity","2016-09-10 11:41:35"
"Energy Transfer Equity","2016-09-10 11:50:39"
"Group 1 Automotive","2016-09-10 13:51:18"
"Citigroup","2016-09-10 14:48:30"
"Citigroup","2016-09-10 15:01:06"
"Cognizant Technology Solutions","2016-09-10 22:28:52"
"Cognizant Technology Solutions","2016-09-10 22:48:58"
"Southern","2016-09-11 02:58:20"
"Ecolab","2016-09-11 03:34:31"
"Ecolab","2016-09-11 03:43:06"
"Nationwide","2016-09-11 08:17:46"
"Nationwide","2016-09-11 08:43:05"
"Nordstrom","2016-09-11 09:49:57"
"Nordstrom","2016-09-11 10:10:48"
"Stanley Black & Decker","2016-09-11 15:46:57"
"Raytheon","2016-09-11 22:26:03"
"Raytheon","2016-09-11 22:27:15"
"Verizon","2016-09-11 23:05:16"
"Verizon","2016-09-11 23:20:42"
"EOG Resources","2016-09-12 03:25:59"
"Western Digital","2016-09-12 05:09:50"
"Best Buy","2016-09-12 07:26:39"
"Best Buy","2016-09-12 07:33:25"
"Exelon","2016-09-12 10:30:51"
"Exelon","2016-09-12 10:32:00"
"Sysco","2016-09-12 15:32:44"
"Hartford Financial Services Group","2016-09-12 15:48:56"
"Sysco","2016-09-12 15:58:24"
"Voya Financial","2016-09-13 01:31:28"
"State Street Corp.","2016-09-13 03:51:01"
"State Street Corp.","2016-09-13 03:59:54"
"Kimberly-Clark","2016-09-13 07:20:37"
"Kimberly-Clark","2016-09-13 07:39:47"
"US Foods Holding","2016-09-13 14:24:38"
"Office Depot","2016-09-13 17:04:44"
"DTE Energy","2016-09-13 17:45:33"
"DTE Energy","2016-09-13 17:47:23"
"AutoZone","2016-09-13 22:37:00"
"Health Net","2016-09-14 00:44:14"
"Tyson Foods","2016-09-14 02:08:09"
"Humana","2016-09-14 03:51:18"
"Humana","2016-09-14 04:15:58"
"Molina Healthcare","2016-09-14 05:44:07"
"Molina Healthcare","2016-09-14 05:53:25"
"Advance Auto Parts","2016-09-14 18:54:21"
"Archer Daniels Midland","2016-09-14 19:00:14"
"Archer Daniels Midland","2016-09-14 19:09:07"
"Cummins","2016-09-14 19:46:25"
"Cummins","2016-09-14 19:52:51"
"Duke Energy","2016-09-15 02:07:05"
"Duke Energy","2016-09-15 02:12:57"
"PNC Financial Services Group","2016-09-15 02:40:38"
"Northrop Grumman","2016-09-15 06:50:10"
"Northrop Grumman","2016-09-15 06:53:32"
"Avnet","2016-09-15 07:03:35"
"Avnet","2016-09-15 07:19:29"
"Reynolds American","2016-09-15 09:11:42"
"Reynolds American","2016-09-15 09:13:03"
"Fidelity National Financial","2016-09-15 09:40:57"
"Fidelity National Financial","2016-09-15 09:53:53"
"CDW","2016-09-15 10:49:32"
"CDW","2016-09-15 11:04:27"
"AutoNation","2016-09-16 05:17:07"
"AutoNation","2016-09-16 05:29:28"
"Procter & Gamble","2016-09-16 08:09:17"
"NRG Energy","2016-09-16 12:44:55"
"NRG Energy","2016-09-16 13:02:24"
"PG&E Corp.","2016-09-16 17:04:58"
"PG&E Corp.","2016-09-16 17:12:39"
"Time Warner Cable","2016-09-16 22:05:16"
"Morgan Stanley","2016-09-17 05:08:20"
"HP","2016-09-17 05:09:45"
"Morgan Stanley","2016-09-17 05:18:41"
"Norfolk Southern","2016-09-17 06:59:21"
"Freeport-McMoRan","2016-09-17 08:30:00"
"Freeport-McMoRan","2016-09-17 08:50:57"
"Phillips 66","2016-09-17 11:33:53"
"Hilton Worldwide Holdings","2016-09-17 14:44:49"
"Wells Fargo","2016-09-18 04:02:28"
"Kellogg","2016-09-18 04:21:36"
"Walgreens Boots Alliance","2016-09-18 09:07:46"
"Ross Stores","2016-09-18 12:20:24"
"Murphy USA","2016-09-18 15:29:12"
"Murphy USA","2016-09-18 15:30:41"
"Textron","2016-09-18 18:41:53"
"AT&T","2016-09-18 20:57:59"
"Icahn Enterprises","2016-09-18 23:39:46"
"Icahn Enterprises","2016-09-18 23:49:15"
"Praxair","2016-09-19 01:58:29"
"Praxair","2016-09-19 02:12:28"
"Mosaic","2016-09-19 03:20:11"
"Estee Lauder","2016-09-19 03:40:23"
"Estee Lauder","2016-09-19 03:44:32"
"Discover Financial Services","2016-09-19 05:08:25"
"American Electric Power","2016-09-19 09:42:49"
"Broadcom","2016-09-19 11:00:06"
"Broadcom","2016-09-19 11:16:32"
"Alphabet","2016-09-19 11:57:35"
"Alphabet","2016-09-19 12:14:56"
"Union Pacific","2016-09-19 18:08:35"
"Union Pacific","2016-09-19 18:31:46"
"Occidental Petroleum","2016-09-19 19:13:35"
"EMC","2016-09-19 19:37:19"
"EMC","2016-09-19 19:55:10"
"General Dynamics","2016-09-19 23:06:32"
"General Dynamics","2016-09-19 23:24:09"
"eBay","2016-09-20 04:18:11"
"Ameriprise Financial","2016-09-20 05:17:41"
"Coca-Cola","2016-09-20 06:09:42"
"Coca-Cola","2016-09-20 06:16:55"
"Sempra Energy","2016-09-20 06:43:29"
"AECOM","2016-09-20 06:53:27"
"Sempra Energy","2016-09-20 06:58:05"
"Allstate","2016-09-20 10:31:21"
"Allstate","2016-09-20 10:32:07"
"Crown Holdings","2016-09-20 13:01:18"
"Crown Holdings","2016-09-20 13:23:33"
"Fluor","2016-09-21 02:40:17"
"Pfizer","2016-09-21 04:15:55"
"Pfizer","2016-09-21 04:24:31"
"Core-Mark Holding","2016-09-21 04:29:27"
"Thermo Fisher Scientific","2016-09-21 10:32:33"
"Thermo Fisher Scientific","2016-09-21 10:48:36"
"CHS","2016-09-21 12:11:39"
"Computer Sciences","2016-09-21 12:31:07"
"CHS","2016-09-21 12:34:28"
"Computer Sciences","2016-09-21 12:40:59"
"USAA","2016-09-21 14:25:42"
"American Airlines Group","2016-09-21 17:15:23"
"American Airlines Group","2016-09-21 17:19:33"
"Kohl's","2016-09-21 17:49:59"
"Kohl's","2016-09-21 18:16:12"
"Cameron International","2016-09-21 21:34:34"
"Cameron International","2016-09-21 21:42:32"
"Masco","2016-09-22 00:55:32"
"L-3 Communications","2016-09-22 03:37:16"
"ADP","2016-09-22 03:52:38"
"ADP","2016-09-22 04:01:07"
"Merck","2016-09-22 08:29:03"
"Toys 'R' Us","2016-09-22 09:14:32"
"Monsanto","2016-09-22 14:53:25"
"HollyFrontier","2016-09-22 14:53:30"
"HollyFrontier","2016-09-22 14:59:15"
"Yum Brands","2016-09-22 19:06:29"
"Yum Brands","2016-09-22 19:34:24"
"Boeing","2016-09-22 23:57:51"
"Boeing","2016-09-23 00:10:40"
"Jarden","2016-09-23 02:12:11"
"3M","2016-09-23 03:27:31"
"Amazon.com","2016-09-23 03:36:03"
"3M","2016-09-23 03:37:40"
"Amazon.com","2016-09-23 03:43:14"
"Public Service Enterprise Group","2016-09-23 15:54:31"
"Henry Schein","2016-09-23 18:12:03"
"Henry Schein","2016-09-23 18:34:03"
"BB&T Corp.","2016-09-23 23:32:59"
"Cigna","2016-09-24 02:14:33"
"D.R. Horton","2016-09-24 02:53:32"
"D.R. Horton","2016-09-24 03:05:16"
"Costco","2016-09-24 03:35:17"
"Entergy","2016-09-24 08:27:57"
"Entergy","2016-09-24 08:32:22"
"Ford Motor","2016-09-24 09:47:30"
"Charter Communications","2016-09-24 10:00:58"
"CST Brands","2016-09-24 13:18:15"
"CST Brands","2016-09-24 13:25:44"
"Eversource Energy","2016-09-24 18:27:07"
"Eversource Energy","2016-09-24 18:44:23"
"DaVita HealthCare Partners","2016-09-24 20:43:59"
"American Express","2016-09-24 20:49:53"
"DaVita HealthCare Partners","2016-09-24 20:50:31"
"American Express","2016-09-24 20:53:04"
"Emerson Electric","2016-09-24 23:52:40"
"Emerson Electric","2016-09-25 00:01:27"
"SpartanNash","2016-09-25 01:44:03"
"Thrivent Financial for Lutherans","2016-09-25 02:14:02"
"Thrivent Financial for Lutherans","2016-09-25 02:19:46"
"Reinsurance Group of America","2016-09-25 14:06:31"
"Farmers Insurance Exchange","2016-09-25 17:01:48"
"Farmers Insurance Exchange","2016-09-25 17:19:00"
"Bristol-Myers Squibb","2016-09-25 22:48:57"
"Bristol-Myers Squibb","2016-09-25 23:02:16"
"SunTrust Banks","2016-09-25 23:20:32"
"ConocoPhillips","2016-09-26 05:26:01"
"KKR","2016-09-26 08:26:31"
"KKR","2016-09-26 08:44:11"
"Aflac","2016-09-26 08:54:26"
"Aflac","2016-09-26 08:54:53"
"Mondelez International","2016-09-26 09:39:14"
"Omnicom Group","2016-09-26 11:48:51"
"Alcoa","2016-09-26 14:24:19"
"J.P. Morgan Chase","2016-09-26 18:21:16"
"J.P. Morgan Chase","2016-09-26 18:25:38"
"Amgen","2016-09-26 19:21:05"
"Amgen","2016-09-26 19:31:46"
"State Farm Insurance Cos.","2016-09-26 22:33:41"
"Walmart","2016-09-26 23:22:47"
"Walmart","2016-09-26 23:28:25"
"Genuine Parts","2016-09-27 04:34:44"
"Genuine Parts","2016-09-27 04:42:31"
"Arrow Electronics","2016-09-27 17:04:58"
"Avis Budget Group","2016-09-27 18:49:08"
"Avis Budget Group","2016-09-27 19:01:06"
"Anadarko Petroleum","2016-09-27 20:40:22"
"Anadarko Petroleum","2016-09-27 21:02:58"
"United Technologies","2016-09-28 00:18:30"
"Jacobs Engineering Group","2016-09-28 02:09:52"
"Prudential Financial","2016-09-28 02:14:05"
"Enterprise Products Partners","2016-09-28 04:05:15"
"CarMax","2016-09-28 04:17:10"
"Enterprise Products Partners","2016-09-28 04:17:20"
"CarMax","2016-09-28 04:17:33"
"Time Warner","2016-09-28 10:46:53"
"Altria Group","2016-09-28 11:29:44"
"Altria Group","2016-09-28 11:34:43"
"Xcel Energy","2016-09-28 11:47:43"
"First Data","2016-09-28 16:39:46"
"First Data","2016-09-28 16:41:36"
"NGL Energy Partners","2016-09-28 20:42:26"
"NGL Energy Partners","2016-09-28 20:45:17"
"Global Partners","2016-09-28 23:11:00"
"Nucor","2016-09-29 00:14:29"
"Nucor","2016-09-29 00:28:00"
"PayPal Holdings","2016-09-29 02:36:50"
"Principal Financial","2016-09-29 04:04:18"
"Principal Financial","2016-09-29 04:20:00"
"DISH Network","2016-09-29 04:30:37"
"DISH Network","2016-09-29 04:51:11"
"Celgene","2016-09-29 06:27:07"
"Kroger","2016-09-29 07:56:39"
"Kroger","2016-09-29 08:08:05"
"Philip Morris International","2016-09-29 13:47:13"
"Philip Morris International","2016-09-29 14:12:32"
"Viacom","2016-09-29 15:10:38"
"Plains GP Holdings","2016-09-29 20:48:33"
"Tech Data","2016-09-30 02:53:29"
"Tech Data","2016-09-30 03:01:10"
"GameStop","2016-09-30 04:16:36"
"GameStop","2016-09-30 04:27:46"
"Lowe's","2016-09-30 05:26:59"
"Synnex","2016-09-30 07:29:33"
"International Paper","2016-09-30 09:28:39"
"International Paper","2016-09-30 09:42:13"
"Pacific Life","2016-09-30 13:31:53"
"Comcast","2016-09-30 13:36:50"
"Comcast","2016-09-30 13:46:19"
"Dominion Resources","2016-09-30 16:14:56"
"Dominion Resources","2016-09-30 16:22:36"
"Dean Foods","2016-09-30 18:10:18"
"Dean Foods","2016-09-30 18:23:04"
"Marathon Petroleum","2016-09-30 19:36:42"
"Marathon Petroleum","2016-09-30 19:50:54"
"UnitedHealth Group","2016-10-01 00:48:28"
"Progressive","2016-10-01 01:48:39"
"National Oilwell Varco","2016-10-01 07:39:58"
"National Oilwell Varco","2016-10-01 07:58:06"
"Unum Group","2016-10-01 08:01:36"
"R.R. Donnelley & Sons","2016-10-01 08:04:58"
"Unum Group","2016-10-01 08:07:48"
"Aramark","2016-10-01 08:47:56"
"Honeywell International","2016-10-01 09:03:06"
"Honeywell International","2016-10-01 09:11:19"
"PPG Industries","2016-10-01 13:42:41"
"PPG Industries","2016-10-01 13:47:29"
"Univar","2016-10-01 19:54:00"
"Univar","2016-10-01 19:55:17"
"IBM","2016-10-02 00:11:33"
"Disney","2016-10-02 01:26:56"
"Freddie Mac","2016-10-02 02:30:14"
"Freddie Mac","2016-10-02 02:40:34"
"Target","2016-10-02 08:20:34"
"Target","2016-10-02 08:22:08"
"Sears Holdings","2016-10-02 11:23:40"
"Sears Holdings","2016-10-02 11:35:05"
"Centene","2016-10-02 13:26:09"
"Centene","2016-10-02 13:28:49"
"Lincoln National","2016-10-02 16:32:11"
"Lincoln National","2016-10-02 16:48:00"
"Caterpillar","2016-10-02 21:08:10"
"Franklin Resources","2016-10-02 22:08:21"
"American Family Insurance Group","2016-10-02 22:57:10"
"News Corp.","2016-10-03 07:39:54"
"News Corp.","2016-10-03 07:51:37"
"Ally Financial","2016-10-03 08:10:58"
"Performance Food Group","2016-10-03 14:50:19"
"Performance Food Group","2016-10-03 14:59:57"
"FedEx","2016-10-03 15:38:26"
"FedEx","2016-10-03 15:44:10"
"BlackRock","2016-10-03 19:57:54"
"Owens & Minor","2016-10-03 20:00:17"
"Owens & Minor","2016-10-03 20:06:50"
"Johnson Controls","2016-10-04 00:34:26"
"Supervalu","2016-10-04 00:53:19"
"United States Steel","2016-10-04 04:55:24"
"United States Steel","2016-10-04 05:03:06"
"Hormel Foods","2016-10-04 06:12:21"
"Cisco Systems","2016-10-04 13:30:36"
"Cisco Systems","2016-10-04 13:35:23"
"Valero Energy","2016-10-04 14:28:31"
"Valero Energy","2016-10-04 14:28:50"
"Qualcomm","2016-10-05 00:19:03"
"Qualcomm","2016-10-05 00:27:45"
"Texas Instruments","2016-10-05 02:41:24"
"Texas Instruments","2016-10-05 02:45:38"
"Oracle","2016-10-05 03:02:26"
"Oracle","2016-10-05 03:22:55"
"Anthem","2016-10-05 04:56:24"
"Anthem","2016-10-05 04:58:23"
"Precision Castparts","2016-10-05 08:43:21"
"Precision Castparts","2016-10-05 08:51:28"
"Ingram Micro","2016-10-05 10:21:02"
"Land O'Lakes","2016-10-05 12:55:21"
"Land O'Lakes","2016-10-05 13:03:56"
"WestRock","2016-10-05 19:57:58"
"Baxter International","2016-10-05 20:57:33"
"Colgate-Palmolive","2016-10-05 23:31:51"
"Colgate-Palmolive","2016-10-05 23:35:47"
"World Fuel Services","2016-10-06 03:07:58"
"Visa","2016-10-06 14:54:29"
"Visa","2016-10-06 15:09:13"
"Macy's","2016-10-07 11:07:06"
"Macy's","2016-10-07 11:17:42"
"MetLife","2016-10-07 20:08:21"
"Intel","2016-10-07 21:16:34"
"Huntsman","2016-10-08 02:43:22"
"Huntsman","2016-10-08 02:55:08"
"Kraft Heinz","2016-10-08 04:31:53"
"Staples","2016-10-08 05:16:24"
"Staples","2016-10-08 05:18:52"
